geonameid;name;latitude;longitude;countrycode;population;timezone;admin1code;alternatenames;continentcode
8334625;Fennpfuhl;52.52921;13.47267;DE;33751;Europe/Berlin;16;['Berlin-Fennpfuhl'];EU
8354626;Hamburg-Nord;53.58935;9.984;DE;315514;Europe/Berlin;04;['Arrondissement de Hambourg-Nord', 'Bezirk Hamburg-Nord', 'Distretto di Hamburg-Nord', 'Hamborg-Noord', 'Hamburgo-Norte', 'Hamburgum Septentrionale', 'Khamburg-Nord', 'han bao bei qu', 'Хамбург-Норд', '汉堡北区'];EU
8593855;Neustadt/Nord;50.949;6.9479;DE;28146;Europe/Berlin;07;[''];EU
8593856;Neustadt/Süd;50.92509;6.94762;DE;37939;Europe/Berlin;07;[''];EU
8593861;Kalk;50.94013;7.00605;DE;22802;Europe/Berlin;07;[''];EU
8593863;Rodenkirchen;50.89328;6.99481;DE;110158;Europe/Berlin;07;[''];EU
8593865;Mülheim;50.96639;7.00384;DE;41711;Europe/Berlin;07;['Muelheim am Rhein', 'Mülheim am Rhein'];EU
8642860;Gartenstadt;49.45937;8.40377;DE;17745;Europe/Berlin;08;[''];EU
9238414;Kröpeliner-Tor-Vorstadt;54.08849;12.11539;DE;19542;Europe/Berlin;12;['KTV'];EU
11258605;Düsseldorf-Pempelfort;51.23812;6.78678;DE;28941;Europe/Berlin;07;['Pempelfort'];EU
11594317;Burglesum;53.16532;8.68873;DE;33000;Europe/Berlin;03;[''];EU
11669492;Altona-Altstadt;53.55018;9.94653;DE;29455;Europe/Berlin;04;[''];EU
11669493;Altona-Nord;53.56321;9.94257;DE;25802;Europe/Berlin;04;[''];EU
11669496;Dulsberg;53.58383;10.06445;DE;17002;Europe/Berlin;04;[''];EU
11669497;Hoheluft-Ost;53.58399;9.97585;DE;23116;Europe/Berlin;04;[''];EU
11951298;Sachsenheim;48.96;9.06472;DE;18594;Europe/Berlin;01;[''];EU
11952858;Petershausen-West;47.67411;9.17787;DE;16021;Europe/Berlin;01;[''];EU
12035575;Kronberg Tal;50.17929;8.5037;DE;17550;Europe/Berlin;05;[''];EU
12188617;Remseck am Neckar;48.87213;9.27334;DE;26467;Europe/Berlin;01;[''];EU
2610020;Vordingborg;55.00801;11.91057;DK;17868;Europe/Copenhagen;20;['Vordingborg', 'Вордингборг'];EU
2610319;Viborg;56.45319;9.40201;DK;41239;Europe/Copenhagen;18;['Vibor', 'Viborg', 'Viborga', 'Viborgas', 'Viburgo', 'Vimpornk', 'Wibergis', 'ZGX', 'biboleu', 'viborgi', 'vuibo', 'wei bao', 'Βίμποργκ', 'Вибор', 'Виборг', 'Віборг', 'ویبو، ڈنمارک', 'ვიბორგი', 'ヴィボー', '維堡', '비보르'];EU
2610613;Vejle;55.70927;9.5357;DK;60231;Europe/Copenhagen;21;['Vaile', 'Vailė', 'Vajle', 'Vejle', 'baille', 'vaile', 'vuaire', 'wa ai lei', 'waylh', 'wile', 'Вайле', 'Вајле', 'Вејле', 'وایله', 'ไวเล', 'ვაილე', 'ヴァイレ', '瓦埃勒', '바일레'];EU
2610734;Vanløse;55.68361;12.48713;DK;37115;Europe/Copenhagen;17;['Vanlose', 'Vanløse'];EU
2610789;Vallensbæk;55.62199;12.38511;DK;16515;Europe/Copenhagen;17;['Vallensbaek', 'Vallensbæk'];EU
2610802;Valby;55.66613;12.51388;DK;46161;Europe/Copenhagen;17;"[""Val'bju"", 'Valby', 'Вальбю']";EU
2611497;Tønder;54.93306;8.86674;DK;16401;Europe/Copenhagen;21;['Tender', 'Tjonner', 'Tonder', 'Tondern', 'Tuner', 'Tynne', 'Tønder', 'tndr  danmark', 'toeneleu', 'touna', 'Тендер', 'Тённер', 'تندر، دانمارک', 'トゥナー', '퇴네르'];EU
2611828;Taastrup;55.65006;12.3016;DK;35238;Europe/Copenhagen;17;['Taastrup', 'Tastrup', 'Tåstrup', 'Тааструп'];EU
2612045;Svendborg;55.05982;10.60677;DK;27300;Europe/Copenhagen;21;['QXV', 'Svenborg', 'Svendborg', 'Svennborge', 'svenborgi', 'Свендборг', 'Свеннборге', 'სვენბორგი'];EU
2612629;Stenløse;55.76828;12.19723;DK;19998;Europe/Copenhagen;17;[''];EU
2613102;Sønderborg;54.90896;9.78917;DK;27766;Europe/Copenhagen;21;['Munisipalitas Sonderborg', 'Munisipalitas Sønderborg', 'SGD', 'Senderborg', 'Sionderborgas', 'Sjonnenborg', 'Sjonnerborg', 'Soenderborg', 'Sonderborg', 'Sonderburg', 'Synneborre', 'Sønderborg', 'senabo', 'senerborgi', 'soeneleuboleu', 'Сендерборг', 'Сённенборг', 'Сённерборг', 'სენერბორგი', 'セナボー', '쇠네르보르'];EU
2613233;Solrød Strand;55.53285;12.22227;DK;17337;Europe/Copenhagen;20;[''];EU
2613460;Slagelse;55.40276;11.35459;DK;31896;Europe/Copenhagen;20;"[""Slagel'se"", ""Slagel'seh"", 'Slagelse', 'si la e er se zi zhi shi', 'slagelse', 'Слагельсе', 'Слагельсэ', 'სლაგელსე', '斯拉厄爾瑟自治市']";EU
2613731;Skive;56.56699;9.02707;DK;20190;Europe/Copenhagen;18;['SQW', 'Skive', 'Скиве'];EU
2614030;Silkeborg;56.1697;9.54508;DK;49747;Europe/Copenhagen;18;"[""Sil'keborg"", 'Silkeborg', 'Silkeborgas', 'XAH', 'shirukebo', 'silkeboleu', 'sylkybwrj', 'xi er ke bao', 'Силкеборг', 'Силькеборг', 'Сількеборг', 'سيلكيبورج', 'სილკებორგი', 'シルケボー', '锡尔克堡', '실케보르']";EU
2614481;Roskilde;55.64152;12.08035;DK;51916;Europe/Copenhagen;20;"['Hroarskelda', 'Hróarskelda', 'RKE', 'Roschildia', ""Roskil'de"", 'Roskilde', 'Roskildė', 'Roskile', 'Roskille', 'loseukille', 'luo si ji lei', 'raskylh', 'rosukire', 'rx ski ld', 'Роскилде', 'Роскиле', 'Роскилле', 'Роскильде', 'Роскіле', 'Роскілле', 'Ռոսկիլդե', 'راسکیله', 'راسکیلے', 'รอสกิลด์', 'როსკილე', 'ロスキレ', '罗斯基勒', '로스킬레']";EU
2614600;Rødovre;55.68062;12.45373;DK;40652;Europe/Copenhagen;17;['Comuna Rodovre', 'Comuna Rødovre', 'Kommun Rodovre', 'Kommun Rødovre', 'Municipi de Rodovre', 'Municipi de Rødovre', 'Munisipalitas Rodovre', 'Munisipalitas Rødovre', 'Redovre', 'Rodovre', 'Rodovre Chu-ti-chhi', 'Rodovre Kommune', 'Rodovre Komuun', 'Rodovre Municipality', 'Rodovre koezseg', 'Rodovre kommune', 'Rodovren kunta', 'Rødovre', 'Rødovre Chū-tī-chhī', 'Rødovre Kommune', 'Rødovre Komuun', 'Rødovre Municipality', 'Rødovre kommune', 'Rødovre község', 'Rødovren kunta', 'lei zao lei zi zhi shi', 'Редовре', '勒藻勒自治市'];EU
2614764;Ringsted;55.4426;11.79011;DK;23086;Europe/Copenhagen;20;['Ringsted', 'ling si tai ci', 'Рингстед', 'რინგსტედი', '灵斯泰兹'];EU
2615006;Randers;56.4607;10.03639;DK;62802;Europe/Copenhagen;18;['Randers', 'Randersa', 'Randersas', 'Raners', 'Ranners', 'Ranters', 'ZIR', 'lan ne si', 'laneleuseu', 'ra nex s', 'ranasu', 'randrs', 'ranersi', 'Ράντερς', 'Рандерс', 'Ранерс', 'Раннерс', 'راندرس', 'رانڈرز', 'ราเนอส์', 'რანერსი', 'ラナース', '蘭訥斯', '라네르스'];EU
2615876;Odense;55.39594;10.38831;DK;180863;Europe/Copenhagen;21;['ODE', 'Odehnseh', 'Odensa', 'Odense', 'Odensė', 'Odinsve', 'Ontense', 'Othania', 'Ottensee', 'adnsh', 'awdnsh', 'odense', 'odinse', 'ou deng sai', 'xo den se', 'Óðinsvé', 'Όντενσε', 'Оденсе', 'Одэнсэ', 'Օդենսե', 'אודנזה', 'أودنسه', 'ادنسه', 'اودنسے', 'اوڈینس', 'ओडिन्से', 'โอเดนเซ', 'ოდენსე', 'オーデンセ', '欧登塞', '오덴세'];EU
2615961;Nykøbing Falster;54.76906;11.87425;DK;19976;Europe/Copenhagen;20;"['Nikebing Falster', 'Niukiobingas', ""Njukebing Fal'ster"", 'Njukjobing', 'Nykjobing', 'Nykobing F', 'Nykobing Falster', 'Nykøbing F', 'Никебинг Фалстер', 'Нюкебінґ Фальстер', 'Нюкёбинг', 'ニュークビン・ファルスター']";EU
2616015;Nyborg;55.31274;10.78964;DK;17525;Europe/Copenhagen;21;['Niborg', 'Njuborg', 'Nyborg', 'ni bao zi zhi shi', 'Ниборг', 'Нюборг', '尼堡自治市'];EU
2616038;Næstved;55.22992;11.76092;DK;44331;Europe/Copenhagen;20;['Naestved', 'Nestved', 'Nestvedas', 'nai si te wei ci', 'neseuteubedeu', 'nesutovuezu', 'Нествед', 'ნესტვედი', 'ネストヴェズ', '奈斯特韦兹', '네스트베드'];EU
2616235;Nørresundby;57.05877;9.92284;DK;23718;Europe/Copenhagen;19;['Norresundby', 'Nørresundby', 'neresunbiu', 'ნერესუნბიუ'];EU
2616933;Middelfart;55.50591;9.73054;DK;16277;Europe/Copenhagen;21;"[""Middel'fart"", 'Миддельфарт']";EU
2617658;Lillerød;55.87496;12.34579;DK;16741;Europe/Copenhagen;17;[''];EU
2618415;Køge;55.45802;12.18214;DK;38304;Europe/Copenhagen;20;['Kege', 'Keje', 'Kioge', 'Kiogė', 'Kjoge', 'Koge', 'Køge', 'ke e', 'koie', 'kyuge', 'Кеге', 'Кеје', 'Кёге', 'კეგე', 'キューゲ', '克厄', '코이에'];EU
2618425;Copenhagen;55.67594;12.56553;DK;1153615;Europe/Copenhagen;17;['CPH', 'Cobanhavan', 'Copenaga', 'Copenaghen', 'Copenaguen', 'Copenhaga', 'Copenhagen', 'Copenhague', 'Copenhaguen', 'Copenhaguen - Kobenhavn', 'Copenhaguen - København', 'Cóbanhávan', 'Hafnia', 'Kapehngagen', 'Kaupmannahoefn', 'Kaupmannahöfn', 'Keypmannahavn', 'Kjobenhavn', 'Kjopenhamn', 'Kjøpenhamn', 'Kobenhamman', 'Kobenhaven', 'Kobenhavn', 'Kodan', 'Kodaň', 'Koebenhavn', 'Koeoepenhamina', 'Koepenhamn', 'Kopenage', 'Kopenchage', 'Kopengagen', 'Kopenhaagen', 'Kopenhag', 'Kopenhaga', 'Kopenhage', 'Kopenhagen', 'Kopenhagena', 'Kopenhago', 'Kopenhāgena', 'Kopenkhagen', 'Koppenhaga', 'Koppenhága', 'Kòpenhaga', 'Köbenhavn', 'Köpenhamn', 'Kööpenhamina', 'København', 'Københámman', 'ge ben ha gen', 'khopenheken', 'kopanahagana', 'kopenahagena', 'kopenahegena', 'kopenhagen', 'kwbnhaghn', 'kwpnhgn', 'qwpnhgn', 'Κοπεγχάγη', 'Капэнгаген', 'Копенгаген', 'Копенхаген', 'Կոպենհագեն', 'קופנהאגן', 'קופנהגן', 'كوبنهاغن', 'كوپېنھاگېن', 'ܟܘܦܢܗܓܢ', 'कोपनहागन', 'কোপেনহাগেন', 'কোপেনহেগেন', 'โคเปนเฮเกน', 'ཀའོ་པེན་ཧ་ཀེན', 'კოპენჰაგენი', 'ኮፐንሀገን', 'ኮፕንሀግ', 'コペンハーゲン', '哥本哈根', '코펜하겐'];EU
2618528;Kolding;55.4904;9.47216;DK;61638;Europe/Copenhagen;21;"[""Kol'ding"", ""Kol'dyng"", 'Kolding', 'Koldinga', 'Koldingas', 'Koldingo', 'Kolling', 'ZBT', 'ke ling', 'khxleng', 'kolling', 'koringu', 'kwldngh', 'kwldyng', 'Колдинг', 'Коллинг', 'Кольдинг', 'Кольдынг', 'كولدنغ', 'کولدینگ', 'کولڈنگ', 'คอเลง', 'კოლინგი', 'コリング', '科靈', '콜링']";EU
2619154;Kalundborg;55.67954;11.08864;DK;16211;Europe/Copenhagen;20;['Kallundborg', 'Kalundborg'];EU
2619377;Ishøj;55.61543;12.35182;DK;19453;Europe/Copenhagen;17;['Ishoj', 'Ishøj'];EU
2619528;Hvidovre;55.65719;12.47364;DK;53527;Europe/Copenhagen;17;['Hvidovre', 'Khvidovre', 'Хвидовре'];EU
2619771;Horsens;55.86066;9.85034;DK;61074;Europe/Copenhagen;18;['Horsens', 'Horsensas', 'Khorsens', 'h xr sens', 'holeusenseu', 'horsensi', 'hosensu', 'huo er sen si', 'hwrsyns', 'hwrzns', 'Хорсенс', 'هورزنس', 'هورسينس', 'ہارسنز', 'ฮอร์เซนส์', 'ჰორსენსი', 'ホーセンス', '霍尔森斯', '호르센스'];EU
2619856;Hørsholm;55.88098;12.50111;DK;47680;Europe/Copenhagen;17;"['Hiorsholmas', 'Horsholm', 'Hørsholm', ""Kherskhol'm"", ""Khjorskhol'm"", 'hersholmi', 'Херсхольм', 'Хёрсхольм', 'ჰერსჰოლმი']";EU
2620046;Holstebro;56.36009;8.61607;DK;32072;Europe/Copenhagen;18;"['Holstebro', ""Khol'stebro"", 'Kholstebro', 'Kholtesbro', 'QWO', 'huo er si te bu luo', 'Холстебро', 'Холтесбро', 'Хольстебро', 'ჰოლსტებრო', '霍爾斯特布羅']";EU
2620147;Holbæk;55.7175;11.71279;DK;29608;Europe/Copenhagen;20;"['Holbaek', 'Holbekas', 'Holbæk', 'Hollbaek', 'Hollbæk', ""Khol'bek"", 'Kholbek', 'Холбек', 'Хольбек', 'ჰოლბეკი']";EU
2620214;Hjørring;57.46417;9.98229;DK;25644;Europe/Copenhagen;19;['Hjoerring', 'Hjorring', 'Hjörring', 'Hjørring', 'Jering', 'Khjoring', 'ieringi', 'Јеринг', 'Хјоринг', 'იერინგი'];EU
2620320;Hillerød;55.92791;12.30081;DK;35357;Europe/Copenhagen;17;['Hillerod', 'Hillerød', 'Khillerod', 'hylrwd', 'Хиллерод', 'הילרוד'];EU
2620425;Herning;56.13615;8.97662;DK;50565;Europe/Copenhagen;18;['Gerning', 'Herning', 'Herningas', 'Kherning', 'Munisipalitas Herning', 'Munisipaliti Herning', 'ZRY', 'hai ning', 'heaningu', 'herningi', 'Гернінг', 'Хернинг', 'ჰერნინგი', 'ヘアニング', '海宁'];EU
2620473;Helsingør;56.03606;12.6136;DK;35048;Europe/Copenhagen;17;"['Elseneur', 'Elsinoer', 'Elsinor', 'Elsinore', 'Elsinör', ""Gel'singer"", 'Helsingioras', 'Helsingjaeyri', 'Helsingoer', 'Helsingor', 'Helsingör', 'Helsingør', ""Khel'singjor"", 'Khelsinger', 'he er xin ge', 'hel singnge xr', 'helsing-oeleu', 'helsingeri', 'herushingeru', 'hylysynkwr', 'xi xing jia', 'Гельсінгер', 'Хелсингер', 'Хельсингёр', 'Хельсінгёр', 'هيليسينكور', 'เฮลซิงเงอร์', 'ჰელსინგერი', 'ヘルシンゲル', '希星加', '赫爾辛格', '헬싱외르']";EU
2620583;Hedensted;55.77043;9.7011;DK;47099;Europe/Copenhagen;18;[''];EU
2620964;Haderslev;55.24943;9.48771;DK;22011;Europe/Copenhagen;21;['Hadersleben', 'Haderslev', 'Haderslevas', 'Haderslevo', 'Khadehrsleu', 'Khaderslev', 'haderslevi', 'Хадерслев', 'Хадэрслеў', 'ჰადერსლევი'];EU
2621215;Greve;55.58333;12.3;DK;47671;Europe/Copenhagen;20;[''];EU
2621356;Glostrup;55.6666;12.40377;DK;23128;Europe/Copenhagen;17;['Comuna Glostrup', 'Glostrup', 'Glostrup Chu-ti-chhi', 'Glostrup Chū-tī-chhī', 'Glostrup Kommune', 'Glostrup Komuun', 'Glostrup Municipality', 'Glostrup koezseg', 'Glostrup kommuna', 'Glostrup kommune', 'Glostrup község', 'Glostrupin kunta', 'Glostrups kommun', 'Gmina Glostrup', 'Kommun Glostrup', 'Municipi de Glostrup', 'Munisipalitas Glostrup', 'ge luo si chu pu zi zhi shi', 'Глоструп', 'Գլոստրուպ', 'გლოსტრუპი', '格洛斯楚普自治市'];EU
2621912;Frederikssund;55.83956;12.06896;DK;16850;Europe/Copenhagen;17;['Frederikssund', 'Frederikssunn', 'Frederiksund', 'Фредерикссунн', 'Фредериксунд'];EU
2621927;Frederikshavn;57.44073;10.53661;DK;22672;Europe/Copenhagen;19;['Fladstrand', 'Frederikshaunas', 'Frederikshavn kommuna', 'Frederikskhavn', 'Fredrikshamn', 'QFH', 'fei te lie gang', 'furezerikusuhaun', 'peuledeligseuhaun', 'prederikshavni', 'Фредериксхавн', 'ფრედერიქსჰავნი', 'フレゼリクスハウン', '腓特烈港', '프레데릭스하운'];EU
2621942;Frederiksberg;55.67938;12.53463;DK;95029;Europe/Copenhagen;17;['Frederiksberg', 'Frederiksberg Kommune', 'Frederiksbergin kunta', 'Frenteriksmpernk', 'fei te lie si bei', 'frydryksbrgh', 'peuledeligseubeleu', 'prederikʼsbergi', 'Φρέντερικσμπεργκ', 'Фредериксберг', 'Фредеріксберг', 'فريدريكسبرغ', 'فریڈرکسبرگ', 'ფრედერიკსბერგი', '腓特烈斯贝', '프레데릭스베르'];EU
2621951;Fredericia;55.56568;9.75257;DK;40886;Europe/Copenhagen;21;['Fredericia', 'Fredericija', 'Frederisija', 'ZBJ', 'furezerishia', 'peuledelisia', 'prederisia', 'Фредерисия', 'Фредериција', 'ფრედერისია', 'フレゼリシア', '프레데리시아'];EU
2622306;Farum;55.80858;12.36066;DK;20312;Europe/Copenhagen;17;['Farum', 'Фарум'];EU
2622447;Esbjerg;55.47028;8.45187;DK;71698;Europe/Copenhagen;21;"['EBJ', ""Ehsb'erg"", 'Esber', 'Esberg', 'Esbjaerg', 'Esbjerg', 'Esbjerga', 'Esbjergas', 'Esbjærg', 'Esbyerq', 'ai si bi yue', 'asbjrg', 'asbyrg', 'aysbyrgh', 'esbieri', 'eseubieleu', 'esubyau', 'xe sbiyer', 'Есбер', 'Есбєрг', 'Есбјерг', 'Эсбьерг', 'אסביירג', 'إيسبيرغ', 'اسبجرگ', 'اسبیرگ', 'เอสบีเยร์', 'ესბიერი', 'エスビャウ', '埃斯比约', '에스비에르']";EU
2623188;Charlottenlund;55.75238;12.5745;DK;40000;Europe/Copenhagen;17;['Charlottenlund'];EU
2623340;Brøndbyvester;55.6455;12.41008;DK;20000;Europe/Copenhagen;17;['Brondby', 'Brondbyvester', 'Brøndby', 'Brøndbyvester', 'West Brondby', 'West Bröndby'];EU
2624112;Birkerød;55.84759;12.42791;DK;20877;Europe/Copenhagen;17;['Birkerod', 'Birkerød'];EU
2624341;Ballerup;55.73165;12.36328;DK;40000;Europe/Copenhagen;17;['Balerup', 'Balleru', 'Ballerup', 'Ballerup Belediyesi', 'Ballerup Chu-ti-chhi', 'Ballerup Chū-tī-chhī', 'Ballerup Kommune', 'Ballerup Komuun', 'Ballerup Municipality', 'Ballerup koezseg', 'Ballerup kommune', 'Ballerup község', 'Ballerupin kunta', 'Comuna Ballerup', 'Kommun Ballerup', 'Municipi de Ballerup', 'Munisipalitas Ballerup', 'Munisipaliti Ballerup', 'ba lei lu pu zi zhi shi', 'Բալերուպ', '巴勒魯普自治市'];EU
2624652;Århus;56.15674;10.21076;DK;285273;Europe/Copenhagen;18;['ARR', 'Aarhus', 'Aarhusium', 'Archous', 'Arhus', 'Arhuzo', 'Arosar', 'Orhusa', 'Orhūsa', 'Orkhus', 'ao hu si', 'ofusu', 'Árósar', 'Århus', 'Άρχους', 'Орхус', 'אורהוס', 'オーフス', '奥胡斯'];EU
2624843;Allerød;55.87035;12.35737;DK;25867;Europe/Copenhagen;17;['Aleryod', 'Allerjod', 'Allerod', 'Allerod Chu-ti-chhi', 'Allerod Kommune', 'Allerod Komuun', 'Allerod Municipality', 'Allerod koezseg', 'Allerod kommuna', 'Allerod kommune', 'Allerodin kunta', 'Allerods kommun', 'Allerød', 'Allerød Chū-tī-chhī', 'Allerød Kommune', 'Allerød Komuun', 'Allerød Municipality', 'Allerød kommuna', 'Allerød kommune', 'Allerød község', 'Allerødin kunta', 'Allerøds kommun', 'Comuna Allerod', 'Comuna Allerød', 'Gmina Allerod', 'Gmina Allerød', 'Kommun Allerod', 'Kommun Allerød', 'Municipi dAllerod', 'Municipi dAllerød', 'Munisipalitas Allerod', 'Munisipalitas Allerød', 'Munisipaliti Allerod', 'Munisipaliti Allerød', 'a lei lei zi zhi shi', 'shhr alyrad', 'Аллерёд', 'Ալերյոդ', 'شهر الیراد', '阿勒勒自治市'];EU
2624886;Aalborg;57.048;9.9187;DK;142937;Europe/Copenhagen;19;"['AAL', 'Aalborg', 'Alaborg', 'Alborg', 'Almpornk', ""Ol'barg"", ""Ol'borg"", 'Olbor', 'Olborg', 'Olborga', 'Olborgas', 'albrg', 'albw', 'albwrg', 'albwrgh', 'ao er bao', 'olboleu', 'olborgi', 'orubo', 'xx lb xr', 'Álaborg', 'Ålborg', 'Άλμποργκ', 'Олбор', 'Олборг', 'Ольбарг', 'Ольборг', 'Օլբորգ', 'אולבורג', 'آلبرگ', 'آلبو', 'آلبورغ', 'آلبورگ', 'ออลบอร์', 'ოლბორგი', 'オールボー', '奥尔堡', '올보르']";EU
2624906;Albertslund;55.65691;12.36381;DK;30000;Europe/Copenhagen;17;"[""Al'bertslunn"", 'Albertslun', 'Albertslund', 'Albertslund Chu-ti-chhi', 'Albertslund Chū-tī-chhī', 'Albertslund Komuun', 'Albertslund koezseg', 'Albertslund kommune', 'Albertslund község', 'Albertslundin kunta', 'Comuna Albertslund', 'Gmina Albertslund', 'Kommun Albertslund', 'Municipi dAlbertslund', 'Munisipalitas Albertslund', 'Munisipaliti Albertslund', 'a er bei te si long zi zhi shi', 'Альбертслунн', 'Ալբերտսլուն', 'شهر البرتس\u200cلاند', '阿爾貝特斯隆自治市']";EU
2625070;Aabenraa;55.04434;9.41741;DK;16401;Europe/Copenhagen;21;['Aabenra', 'Aabenraa', 'Aabenrå', 'Abenra', 'Abenrá', 'Abrenra', 'Apenrade', 'Obenro', 'XNR', 'ao ben luo', 'obenlo', 'obenro', 'Åbenrå', 'Åbrenrå', 'Обенро', 'オーベンロー', '奥本罗', '오벤로'];EU
587577;Viljandi;58.36389;25.59;EE;17407;Europe/Tallinn;20;"['Felin', 'Fellin', ""Vil'jandi"", ""Vil'jandzi"", ""Vil'yandi"", 'Vilande', 'Vilandi', 'Viljandi', 'Viljandis', 'Vilyandi', 'Vil’yandi', 'Vylande', 'Vylandė', 'Vīlande', 'Wiljandi', 'billyandi', 'fylyandy', 'viliandi', 'vuiryandi', 'wei er yang di', 'wylyandy', 'Вильянди', 'Вилянди', 'Виљанди', 'Вільяндзі', 'Вільянді', 'Վիլյանդի', 'ויליאנדי', 'فيلياندي', 'ویلیاندی', 'ვილიანდი', 'ヴィリャンディ', '維爾揚迪', '빌랸디']";EU
588335;Tartu;58.38062;26.72509;EE;91407;Europe/Tallinn;18;"['Derpt', 'Dorpat', 'TAY', 'Tarbatum', 'Tartto', 'Tartu', 'Tartu linn', 'Terbata', 'Tērbata', ""Yur'yev"", 'Yurev', 'taleutu', 'tarutou', 'trtw', 'Тарту', 'טרטו', 'ტარტუ', 'タルトゥ', '타르투']";EU
588409;Tallinn;59.43696;24.75353;EE;394024;Europe/Tallinn;01;"['Castrum Danorum', 'Kallinn', 'Kolyvan', 'Lindanaes', 'Lindanäs', 'Raeaeveli', 'Reval', 'Revel', ""Revel'"", 'Rääveli', 'TLL', 'Taillinn', 'Talin', 'Talinas', 'Talini', 'Talino', 'Talins', 'Tallidn', 'Tallin', 'Tallin osh', 'Tallina', 'Tallinn', 'Tallinna', 'Tallinna linn', 'Talín', 'Tàllin', 'ta lin', 'talin', 'talina', 'tallin', 'tallina', 'tallyn', 'talyn', 'tarin', 'thallin n', 'Ταλίν', 'Ταλιν', 'Ταλλίν', 'Талин', 'Таллин', 'Таллин ош', 'Таллинн', 'Таллінн', 'Талін', 'Տալլին', 'טאלין', 'تاللىن', 'تالين', 'تالین', 'تاڵین', 'ٹالن', 'तालिन', 'ताल्लिन', 'তাল্লিন', 'ਤਾਲਿਨ', 'தாலின்', 'ടാലിൻ', 'ทาลลินน์', 'ཏཱལ་་ལིན།', 'ტალინი', 'ታሊን', 'タリン', '塔林', '탈린']";EU
589580;Pärnu;58.38588;24.49711;EE;40228;Europe/Tallinn;11;['EPU', 'Paernu', 'Paernu linn', 'Parnawa', 'Pernau', 'Pernava', 'Pernavia', 'Piarnu', 'Pjarnu', 'Pärnu', 'Pärnu linn', 'Pērnava', 'Пярну', 'პიარნუ'];EU
589947;Nõmme;59.37757;24.68587;EE;39422;Europe/Tallinn;01;['Arrondissement de Nomme', 'Arrondissement de Nõmme', 'Nimme', 'Nomme', 'Nomme linnaosa', 'Nymme', 'Nõmme', 'Nõmme linnaosa', 'Нимме', 'Нымме', 'Նիմմե'];EU
